cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0202,466.15,64,0.0,0.779,0.0106,goal_reached
0,0.0334,456.1,64,0.0,0.781,0.0103,goal_reached
0,0.012,494.67,69,0.0,0.885,0.0112,goal_reached
0,0.0325,512.85,72,0.0,0.918,0.0093,goal_reached
0,0.0379,523.94,74,0.0,1.103,0.0178,goal_reached
0,0.0235,555.21,79,0.0,1.13,0.0095,goal_reached
0,0.0133,580.1,82,0.0,1.178,0.0102,goal_reached
0,0.0339,593.4,85,0.0,1.292,0.0217,goal_reached
0,0.0196,606.24,86,0.0,1.235,0.0196,goal_reached
0,0.0899,670.04,96,0.2,1.434,0.0778,goal_reached
0,0.0273,736.02,101,0.0,1.247,0.017,goal_reached
0,0.0209,727.88,102,0.0,1.459,0.0115,goal_reached
0,0.0667,755.09,103,0.2,1.225,0.0615,goal_reached
0,0.0242,778.66,106,0.0,1.133,0.013,goal_reached
0,0.0549,782.38,109,0.12,1.379,0.0544,goal_reached
0,0.0492,811.83,109,0.14,1.085,0.015,goal_reached
0,0.0678,901.81,124,0.2,1.435,0.0598,goal_reached
0,0.059,1056.45,144,0.26,1.704,0.0584,goal_reached
0,0.0193,1098.08,147,0.0,1.144,0.0084,goal_reached
1,0.1092,1169.17,163,1.22,2.086,0.1092,goal_reached
0,0.0405,1241.83,167,0.04,1.858,0.0377,goal_reached
0,0.0203,657.0,90,0.0,1.115,0.011,goal_reached
0,0.0207,1303.01,174,0.0,1.486,0.0157,goal_reached
0,0.0175,553.02,77,0.0,1.03,0.0121,goal_reached
1,0.0709,1354.18,180,0.84,1.674,0.0645,goal_reached
0,0.0444,512.62,72,0.08,1.023,0.0106,goal_reached
0,0.0204,723.74,98,0.0,1.157,0.0177,goal_reached
0,0.0236,1487.05,197,0.0,1.239,0.0176,goal_reached
0,0.0639,664.53,94,0.24,1.288,0.0599,goal_reached
0,0.0205,1612.52,215,0.0,1.695,0.0091,goal_reached
0,0.0284,1712.99,224,0.0,1.13,0.017,goal_reached
