cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0198,575.53,81,0.0,1.139,0.0065,goal_reached
0,0.0201,603.6,84,0.0,1.123,0.0127,goal_reached
0,0.02,613.23,87,0.0,1.377,0.0073,goal_reached
0,0.025,620.62,88,0.0,1.421,0.011,goal_reached
0,0.0164,777.89,107,0.0,1.261,0.012,goal_reached
0,0.0198,838.93,116,0.0,1.554,0.0091,goal_reached
0,0.0665,885.09,124,0.38,1.994,0.0568,goal_reached
1,0.104,897.74,128,0.84,2.08,0.1035,goal_reached
1,0.0844,986.64,140,0.68,2.2,0.0844,goal_reached
1,0.1111,1004.69,142,1.04,2.053,0.1096,goal_reached
1,0.1007,1040.37,147,1.08,2.202,0.1007,goal_reached
0,0.0179,1295.46,172,0.0,1.38,0.0118,goal_reached
0,0.0165,1334.23,178,0.0,1.386,0.0117,goal_reached
0,0.07,1683.32,222,0.42,1.317,0.07,tilt
1,0.0562,1925.7,262,1.16,2.216,0.0364,goal_reached
1,0.1246,1979.79,267,3.26,2.058,0.1104,goal_reached
0,0.0196,2131.26,278,0.0,1.009,0.0196,tilt
0,0.0172,2135.37,279,0.0,1.454,0.0128,goal_reached
1,0.0953,2111.79,284,3.58,2.23,0.0945,goal_reached
1,0.1088,2284.43,308,3.88,2.451,0.088,goal_reached
1,0.1098,2607.94,350,5.06,2.598,0.0826,goal_reached
0,0.0455,553.46,80,0.06,1.413,0.0114,goal_reached
1,0.1054,1805.74,240,3.3,1.719,0.1048,goal_reached
1,0.0773,3201.29,410,6.28,1.559,0.0622,goal_reached
0,0.0986,1069.51,150,0.38,2.202,0.0986,tilt
0,0.0169,3433.89,443,0.0,1.487,0.0074,goal_reached
0,0.0248,3851.39,497,0.0,1.523,0.0123,goal_reached
0,0.0172,4260.77,552,0.0,1.592,0.0114,goal_reached
1,0.1579,4823.79,633,10.98,2.394,0.1428,tilt
0,0.0182,5544.03,713,0.0,1.155,0.0141,goal_reached
0,0.0179,5906.71,761,0.0,2.02,0.0139,goal_reached
0,0.0166,580.89,81,0.0,1.146,0.0122,goal_reached
0,0.0202,2446.97,318,0.0,1.468,0.0124,goal_reached
0,0.0444,722.61,98,0.08,1.168,0.0151,goal_reached
0,0.0144,4004.88,520,0.0,1.604,0.0102,goal_reached
0,0.0208,722.67,99,0.0,1.257,0.0116,goal_reached
0,0.0091,7833.7,999,0.0,1.497,-0.0362,time_out
1,0.084,7714.56,999,1.2,2.15,0.0405,time_out
1,0.0619,7655.56,999,1.26,2.116,0.0239,time_out
0,0.0091,7798.38,999,0.0,1.48,-0.0415,time_out
0,0.0084,7885.36,999,0.0,0.986,-0.0376,time_out
0,0.0123,7871.06,999,0.0,1.087,-0.0376,time_out
0,0.0083,7924.3,999,0.0,1.129,-0.0376,time_out
0,0.0169,7841.12,999,0.0,1.349,0.0087,time_out
0,0.0091,7884.85,999,0.0,1.408,-0.0364,time_out
0,0.0116,7818.52,999,0.0,1.341,-0.036,time_out
1,0.0568,7590.6,999,0.94,1.737,0.0119,time_out
1,0.1504,7719.09,999,1.24,1.683,0.0134,time_out
1,0.0585,7784.36,999,1.28,1.557,0.0125,time_out
1,0.0572,7812.73,999,0.52,1.589,0.0147,time_out
1,0.1138,7861.82,999,18.12,1.894,0.0648,time_out
0,0.0578,7638.2,999,0.16,1.843,0.0119,time_out
1,0.0663,7725.4,999,1.26,1.568,0.0138,time_out
0,0.0534,7527.47,999,0.16,1.218,0.0234,time_out
1,0.1123,7844.28,999,18.26,1.852,0.0632,time_out
1,0.0585,7752.15,999,1.14,1.32,0.0149,time_out
1,0.0612,7822.67,999,1.68,1.948,0.0095,time_out
1,0.0591,7837.38,999,2.04,1.985,0.0133,time_out
1,0.0607,7839.32,999,1.66,1.978,0.0116,time_out
1,0.0612,7832.71,999,1.32,1.984,0.0128,time_out
1,0.0614,7827.07,999,1.32,1.905,0.0138,time_out
0,0.0314,7883.34,999,0.0,0.951,-0.0132,time_out
0,0.015,7764.22,999,0.0,1.058,-0.0168,time_out
1,0.0659,7846.92,999,0.76,1.192,0.0061,time_out
0,0.0269,7820.78,999,0.0,1.237,-0.0392,time_out
0,0.0314,7883.34,999,0.0,0.951,-0.0132,time_out
0,0.0099,7858.24,999,0.0,1.512,-0.0149,time_out
1,0.0581,7814.61,999,1.8,1.798,0.0117,time_out
1,0.0679,7881.17,999,1.54,1.332,0.0123,time_out
0,0.028,7828.66,999,0.0,1.126,0.0131,time_out
0,0.0132,7817.86,999,0.0,1.848,-0.036,time_out
0,0.0126,7852.01,999,0.0,1.792,-0.0375,time_out
