cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0,243.32,51,0.0,0.851,-0.0081,tilt
0,0.0217,298.67,62,0.0,0.768,0.0217,tilt
0,0.0,280.02,62,0.0,0.835,-0.0075,tilt
0,0.0,241.98,68,0.0,1.112,-0.0071,tilt
0,0.0,241.98,68,0.0,1.112,-0.0071,tilt
0,0.0535,298.72,70,0.16,1.309,0.0221,tilt
0,0.0348,314.84,71,0.04,1.127,0.0348,tilt
0,0.0,297.73,71,0.0,1.125,-0.0106,tilt
0,0.0388,343.75,72,0.18,0.965,0.0266,tilt
0,0.0456,302.89,73,0.06,1.138,0.0456,tilt
0,0.0,265.64,74,0.0,1.225,-0.009,tilt
0,0.0,261.67,74,0.0,1.215,-0.0106,tilt
0,0.0116,273.49,76,0.0,1.285,0.0116,tilt
0,0.0,273.2,76,0.0,1.226,-0.0062,propeller_collision
0,0.0345,401.71,77,0.04,1.203,0.0345,tilt
0,0.0,280.59,80,0.0,1.362,-0.0116,tilt
0,0.0,276.49,80,0.0,1.321,-0.0096,tilt
0,0.0,268.8,80,0.0,1.417,-0.0119,tilt
0,0.0,332.66,81,0.0,1.407,-0.006,tilt
0,0.005,289.55,81,0.0,1.393,0.005,tilt
0,0.0278,284.49,81,0.02,1.449,0.0278,tilt
0,0.0385,374.16,82,0.14,1.581,0.0211,tilt
0,0.0051,295.37,83,0.0,1.374,0.0051,tilt
0,0.0,288.09,83,0.0,1.423,-0.0011,tilt
0,0.0196,319.29,83,0.0,1.228,0.0196,tilt
0,0.059,299.17,83,0.1,1.323,0.059,tilt
0,0.033,295.65,84,0.08,1.415,0.033,tilt
0,0.0437,326.07,84,0.14,1.372,0.0219,tilt
0,0.0,289.77,84,0.0,1.497,-0.0103,tilt
0,0.0,289.16,85,0.0,1.401,-0.0005,tilt
0,0.0,289.16,85,0.0,1.401,-0.0005,tilt
0,0.0508,356.88,86,0.16,1.536,0.0278,tilt
0,0.0152,579.21,86,0.0,1.185,-0.0103,goal_reached
0,0.0528,507.67,86,0.16,1.538,0.0528,tilt
0,0.034,319.33,87,0.12,1.393,0.0208,tilt
0,0.0591,301.14,87,0.1,1.486,0.0591,tilt
0,0.0461,403.39,88,0.06,1.679,0.0461,tilt
0,0.0127,314.24,88,0.0,1.58,0.0127,tilt
0,0.0486,320.83,88,0.14,1.547,0.042,tilt
0,0.0,322.08,88,0.0,1.507,-0.0071,tilt
0,0.0478,495.97,91,0.36,1.46,0.0478,tilt
0,0.0488,500.9,92,0.18,1.613,0.0488,tilt
0,0.0047,456.18,93,0.0,1.289,0.0047,goal_reached
0,0.0312,649.94,94,0.02,1.292,0.0312,goal_reached
0,0.039,322.13,94,0.1,1.66,0.039,tilt
0,0.0234,331.86,95,0.0,1.605,0.0234,tilt
0,0.0512,455.87,99,0.2,1.764,0.0512,tilt
0,0.0211,494.12,99,0.0,1.254,0.0209,goal_reached
0,0.0216,537.19,100,0.0,1.601,0.0216,tilt
