cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0,285.23,67,0.0,0.883,-0.0059,propeller_collision
0,0.0,289.22,69,0.0,0.918,-0.0111,tilt
0,0.0,280.24,70,0.0,1.007,-0.0112,tilt
0,0.0,297.97,71,0.0,0.951,-0.0109,tilt
0,0.0,294.77,71,0.0,1.024,-0.0013,tilt
0,0.0,296.15,72,0.0,1.08,-0.0109,tilt
0,0.0,302.28,73,0.0,0.957,-0.0107,tilt
0,0.0,304.73,74,0.0,1.122,-0.0091,tilt
0,0.0,303.48,76,0.0,1.151,-0.0136,tilt
0,0.0,305.04,77,0.0,1.115,-0.0104,tilt
0,0.0,310.74,77,0.0,1.107,-0.0067,tilt
0,0.0349,309.23,77,0.02,1.136,0.0349,tilt
0,0.0409,315.3,77,0.04,1.145,0.0409,tilt
0,0.0239,309.59,77,0.0,1.107,0.0239,tilt
0,0.0,309.38,78,0.0,1.174,-0.0085,tilt
0,0.0,320.08,79,0.0,1.145,-0.0122,tilt
0,0.0,323.78,79,0.0,1.168,-0.0061,tilt
0,0.0,307.89,79,0.0,1.186,-0.0068,tilt
0,0.0,315.5,79,0.0,1.19,-0.0055,tilt
0,0.0221,380.19,81,0.0,1.184,0.0221,tilt
0,0.0,319.79,81,0.0,1.212,-0.009,tilt
0,0.0,331.42,83,0.0,1.184,-0.0122,tilt
0,0.0383,438.9,93,0.14,1.428,0.0355,tilt
0,0.0026,588.94,99,0.0,1.276,0.0026,goal_reached
0,0.0481,520.69,100,0.12,1.405,0.0481,tilt
0,0.0084,520.68,103,0.0,1.512,-0.0123,goal_reached
0,0.0206,487.16,104,0.0,1.781,-0.0117,goal_reached
0,0.0588,457.96,106,0.18,1.734,0.0588,goal_reached
0,0.0372,610.62,107,0.06,1.141,0.0372,tilt
0,0.0,605.5,108,0.0,1.045,-0.013,goal_reached
0,0.0085,715.64,109,0.0,1.209,-0.013,goal_reached
0,0.027,509.89,111,0.06,1.969,0.02,goal_reached
0,0.0358,583.71,113,0.06,1.34,0.0358,tilt
0,0.0031,549.37,114,0.0,1.894,-0.0087,goal_reached
0,0.0276,644.03,114,0.2,1.545,0.0231,goal_reached
0,0.0607,502.7,114,0.1,1.909,0.0607,tilt
0,0.0005,552.68,115,0.0,1.905,0.0005,goal_reached
0,0.0005,704.3,116,0.0,1.082,-0.0075,goal_reached
0,0.0716,573.6,116,0.1,1.93,0.0716,tilt
0,0.0378,533.73,117,0.14,1.839,0.0217,goal_reached
0,0.1124,622.91,118,0.24,1.586,0.1124,tilt
0,0.0587,664.71,118,0.1,1.608,0.0587,tilt
0,0.0026,611.46,118,0.0,1.569,0.0026,goal_reached
0,0.0257,611.15,118,0.28,1.678,0.0253,goal_reached
0,0.0315,600.89,118,0.12,1.785,0.0233,goal_reached
0,0.0555,563.2,118,0.24,1.811,0.0497,tilt
0,0.0252,636.07,119,0.1,1.552,0.0233,goal_reached
0,0.0361,639.0,121,0.16,1.558,0.0176,goal_reached
0,0.0222,587.31,121,0.0,1.837,0.0221,goal_reached
0,0.024,655.14,121,0.02,1.524,0.0207,goal_reached
0,0.0267,656.17,122,0.06,1.569,0.0177,goal_reached
0,0.0979,533.39,123,0.18,2.094,0.0979,tilt
0,0.0647,631.15,124,0.2,2.03,0.0492,tilt
0,0.0498,628.1,126,0.18,2.06,0.0435,goal_reached
0,0.0324,561.24,126,0.1,2.004,0.0241,goal_reached
0,0.0501,664.97,126,0.18,1.835,0.0501,tilt
0,0.0648,685.51,127,0.12,1.636,0.0648,tilt
0,0.1004,629.87,128,0.26,2.156,0.0538,tilt
0,0.0,262.82,58,0.0,0.728,-0.0077,tilt
0,0.0529,593.81,130,0.26,2.057,0.0529,propeller_collision
0,0.0897,625.08,131,0.18,2.063,0.0897,tilt
0,0.025,661.77,132,0.08,2.061,0.0247,goal_reached
0,0.0818,675.11,138,0.26,1.802,0.0818,tilt
0,0.0818,675.11,138,0.26,1.802,0.0818,tilt
0,0.0,326.56,74,0.0,1.046,-0.0137,tilt
0,0.0,369.38,78,0.0,0.927,-0.0106,tilt
0,0.0,334.3,78,0.0,1.01,-0.012,tilt
0,0.0563,440.81,89,0.18,1.259,0.0526,tilt
1,0.0854,769.72,160,0.54,2.392,0.0854,goal_reached
0,0.0,338.33,82,0.0,1.158,-0.0138,tilt
0,0.0,333.82,79,0.0,1.127,-0.0079,tilt
0,0.0,377.12,88,0.0,1.239,-0.0138,tilt
0,0.0,256.16,56,0.0,0.729,-0.0138,tilt
0,0.0,414.06,95,0.0,1.327,-0.0081,tilt
0,0.0,602.68,101,0.0,1.255,-0.0044,goal_reached
0,0.04,555.61,98,0.14,1.372,0.0183,goal_reached
0,0.0,282.68,65,0.0,1.003,-0.0072,tilt
0,0.0874,534.62,109,0.42,1.644,0.0874,tilt
0,0.0,274.44,62,0.0,0.917,-0.0045,tilt
0,0.038,350.52,81,0.04,1.139,0.038,tilt
0,0.0,280.84,67,0.0,0.985,-0.0128,tilt
0,0.0,254.21,61,0.0,0.979,-0.0083,tilt
0,0.0,351.71,76,0.0,1.142,-0.0062,tilt
0,0.0,259.56,62,0.0,0.963,-0.0129,tilt
0,0.0346,598.47,108,0.1,1.46,0.0191,goal_reached
0,0.0808,526.44,108,0.16,1.752,0.0729,tilt
0,0.0,289.24,70,0.0,1.095,-0.0063,tilt
0,0.0,279.97,69,0.0,1.069,-0.01,tilt
0,0.0245,601.36,113,0.02,1.515,0.018,goal_reached
0,0.0,292.86,71,0.0,1.032,-0.0107,tilt
0,0.0319,560.14,113,0.12,1.61,0.0172,goal_reached
0,0.0,279.98,68,0.0,1.005,-0.01,tilt
0,0.0247,712.58,124,0.02,1.518,0.0182,goal_reached
0,0.0524,627.67,119,0.24,1.668,0.0524,tilt
0,0.0861,466.84,105,0.24,1.727,0.0532,tilt
0,0.0,543.78,102,0.0,1.473,-0.0098,goal_reached
0,0.0611,374.11,83,0.2,1.372,0.0231,tilt
0,0.0,309.82,65,0.0,0.805,-0.0097,tilt
0,0.0413,426.34,89,0.08,1.656,0.0413,tilt
0,0.0,668.76,106,0.0,1.282,-0.0037,goal_reached
0,0.0555,526.74,100,0.08,1.597,0.0555,tilt
0,0.0256,726.81,138,0.04,2.039,0.019,goal_reached
0,0.036,720.03,132,0.18,1.774,0.0223,goal_reached
0,0.0709,499.97,105,0.1,1.67,0.0709,tilt
0,0.0089,523.66,90,0.0,1.254,-0.0125,goal_reached
0,0.0586,488.44,101,0.2,1.77,0.0527,tilt
0,0.0352,672.06,139,0.12,2.242,0.0183,goal_reached
0,0.0,671.64,107,0.0,1.065,-0.0116,goal_reached
0,0.0,259.13,62,0.0,0.95,-0.01,tilt
0,0.048,539.15,118,0.2,2.111,0.048,tilt
0,0.042,840.28,150,0.4,2.218,0.042,goal_reached
0,0.0086,532.27,97,0.0,1.21,-0.0124,goal_reached
0,0.0,546.95,111,0.0,1.924,-0.007,goal_reached
0,0.0675,629.46,123,0.16,1.79,0.0628,tilt
0,0.0,335.72,75,0.0,0.974,-0.0058,tilt
0,0.0217,629.25,115,0.0,1.366,0.0169,goal_reached
0,0.0184,836.16,123,0.0,1.019,0.0184,tilt
0,0.0505,582.28,116,0.14,1.814,0.0505,tilt
0,0.0508,555.75,118,0.18,1.703,0.0508,tilt
0,0.0,564.84,98,0.0,1.177,-0.0122,goal_reached
0,0.0277,533.49,106,0.1,1.525,0.0184,goal_reached
0,0.0497,599.08,109,0.18,1.552,0.0497,tilt
0,0.0046,590.75,121,0.0,1.802,-0.0121,goal_reached
0,0.0058,544.34,112,0.0,1.783,-0.0103,goal_reached
0,0.0,345.96,82,0.0,1.172,-0.0076,tilt
0,0.0072,534.46,110,0.0,1.931,0.0017,goal_reached
0,0.0068,744.26,112,0.0,1.517,-0.0102,goal_reached
0,0.0048,701.18,120,0.0,1.375,0.0048,goal_reached
0,0.0,366.32,88,0.0,1.201,-0.0113,tilt
0,0.0,270.91,63,0.0,0.909,-0.0126,tilt
0,0.0517,832.71,139,0.16,1.896,0.0517,tilt
0,0.0,334.92,79,0.0,1.072,-0.0093,tilt
0,0.025,657.3,127,0.06,2.115,0.0223,goal_reached
0,0.0,386.07,83,0.0,1.108,-0.0117,tilt
