cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0,338.64,48,0.0,0.799,-0.0039,tilt
0,0.0284,629.39,86,0.0,1.031,0.0284,goal_reached
1,0.0673,819.16,114,0.52,1.62,0.0588,goal_reached
0,0.0503,829.66,115,0.06,1.655,0.0503,goal_reached
1,0.0748,839.79,116,0.58,1.752,0.0748,goal_reached
0,0.022,864.48,120,0.0,1.762,0.0123,goal_reached
0,0.0579,871.09,120,0.08,1.647,0.0579,goal_reached
0,0.0423,896.05,122,0.02,1.334,0.0423,tilt
1,0.0722,913.53,126,0.66,1.626,0.0657,goal_reached
0,0.0428,933.94,126,0.02,1.435,0.0428,tilt
0,0.0654,936.34,128,0.48,1.621,0.0583,goal_reached
0,0.0221,927.22,129,0.0,1.967,0.0077,goal_reached
0,0.0396,952.33,130,0.0,1.658,0.0396,goal_reached
0,0.0955,947.68,130,0.44,1.838,0.0955,tilt
0,0.0415,1020.76,139,0.02,1.659,0.0415,tilt
0,0.0398,1055.89,146,0.0,2.045,0.0398,tilt
0,0.0381,1087.87,150,0.0,2.016,0.0381,tilt
0,0.0437,766.51,106,0.04,1.546,0.0437,goal_reached
0,0.0329,1161.79,159,0.0,2.009,0.0307,goal_reached
0,0.0282,754.03,103,0.0,1.326,0.0282,goal_reached
0,0.0666,1598.02,213,0.08,1.585,0.0666,tilt
0,0.0216,721.91,98,0.0,1.193,0.0078,goal_reached
0,0.035,1874.61,242,0.0,1.11,0.0325,goal_reached
0,0.0,513.57,74,0.0,1.395,-0.0062,tilt
0,0.0626,1649.88,216,0.04,1.101,0.0626,tilt
0,0.0203,868.35,120,0.0,1.817,0.015,goal_reached
0,0.0605,1004.41,136,0.24,1.615,0.0603,tilt
0,0.0387,2007.43,262,0.0,1.732,0.0316,goal_reached
0,0.0425,899.34,126,0.02,2.029,0.0425,goal_reached
0,0.073,968.95,132,0.26,1.747,0.073,tilt
0,0.0909,689.72,99,0.42,1.792,0.0909,tilt
1,0.0607,4419.32,567,1.88,1.434,0.0347,goal_reached
0,0.0825,3539.71,455,0.08,1.497,0.0825,tilt
1,0.0762,5732.96,725,0.68,1.351,0.0634,goal_reached
0,0.0532,7049.75,895,0.22,1.584,0.0507,goal_reached
0,0.0389,7611.6,965,0.0,1.576,0.0389,tilt
0,0.0233,4943.89,628,0.0,1.31,0.0071,goal_reached
0,0.0,7871.63,999,0.0,1.185,-0.0378,time_out
0,0.0037,7917.85,999,0.0,1.242,-0.0102,time_out
0,0.0,7947.89,999,0.0,1.344,-0.0409,time_out
0,0.0034,7862.43,999,0.0,1.365,-0.0326,time_out
1,0.0551,7853.36,999,2.0,1.745,0.0426,time_out
0,0.0066,7813.62,999,0.0,1.312,-0.0379,time_out
0,0.0044,7802.1,999,0.0,1.419,-0.0086,time_out
1,0.1062,7796.78,999,18.16,2.327,0.0631,time_out
1,0.0507,7853.69,999,0.62,1.834,0.0109,time_out
1,0.0939,7849.27,999,18.06,2.254,0.0689,time_out
1,0.0491,7898.33,999,1.42,1.55,0.0197,time_out
1,0.0528,7895.33,999,1.4,1.504,0.0169,time_out
1,0.0907,7910.07,999,18.6,1.555,0.0656,time_out
1,0.0458,7914.01,999,1.06,1.448,0.0141,time_out
1,0.0459,7857.63,999,0.58,1.556,0.0252,time_out
1,0.0458,7661.37,999,0.78,1.956,0.0122,time_out
1,0.0565,7884.1,999,1.88,1.453,0.0152,time_out
0,0.0,7902.73,999,0.0,1.514,-0.0446,time_out
0,0.0089,7923.29,999,0.0,0.985,-0.0291,time_out
0,0.0,7864.22,999,0.0,1.52,-0.0442,time_out
