cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0,288.26,44,0.0,0.295,-0.0099,tilt
0,0.0,325.76,49,0.0,0.306,-0.0078,tilt
0,0.0,446.8,66,0.0,0.376,-0.0066,tilt
0,0.0505,600.41,92,0.08,0.828,0.0216,goal_reached
0,0.0505,600.41,92,0.08,0.828,0.0216,goal_reached
0,0.0374,581.69,93,0.0,1.358,0.0206,goal_reached
0,0.0208,605.93,94,0.0,1.042,0.0174,goal_reached
0,0.0322,632.54,100,0.0,1.434,0.0322,goal_reached
0,0.0287,646.02,102,0.0,1.371,0.0214,goal_reached
0,0.0259,646.97,102,0.0,1.355,0.0221,goal_reached
0,0.0486,649.68,103,0.02,1.408,0.0197,goal_reached
0,0.0694,651.1,103,0.18,1.286,0.0202,goal_reached
0,0.0334,658.43,104,0.0,1.393,0.0175,goal_reached
0,0.0268,689.65,104,0.0,1.126,0.0213,tilt
0,0.0284,665.98,105,0.0,1.421,0.0182,goal_reached
0,0.0465,664.82,106,0.0,1.536,0.02,goal_reached
0,0.0274,659.7,106,0.0,1.562,0.0233,goal_reached
0,0.0411,694.61,108,0.0,1.404,0.0411,goal_reached
0,0.0415,684.86,108,0.0,1.37,0.0194,goal_reached
0,0.04,681.67,109,0.0,1.602,0.0198,goal_reached
0,0.0811,696.15,109,0.06,1.446,0.0811,goal_reached
0,0.0446,688.6,110,0.0,1.636,0.0165,goal_reached
0,0.0336,688.75,110,0.0,1.554,0.0196,goal_reached
0,0.0896,710.12,111,0.28,1.535,0.0781,goal_reached
0,0.1096,711.74,111,0.22,1.539,0.1096,tilt
0,0.0241,704.95,112,0.0,1.57,0.0197,goal_reached
0,0.1194,709.32,112,0.18,1.619,0.1181,tilt
0,0.0284,703.16,113,0.0,1.68,0.025,goal_reached
0,0.0939,730.27,114,0.24,1.503,0.0773,goal_reached
1,0.0992,758.15,114,0.64,1.294,0.0992,tilt
0,0.0826,732.53,114,0.38,1.506,0.0826,goal_reached
0,0.0331,715.19,114,0.0,1.604,0.0209,goal_reached
0,0.0216,714.15,114,0.0,1.625,0.0187,goal_reached
0,0.0318,715.51,114,0.0,1.635,0.0223,goal_reached
0,0.0491,722.22,115,0.04,1.702,0.0216,goal_reached
0,0.0493,719.95,115,0.04,1.563,0.0218,goal_reached
0,0.0227,714.8,115,0.0,1.693,0.0189,goal_reached
0,0.0324,725.41,116,0.0,1.769,0.0206,goal_reached
0,0.0338,748.37,120,0.0,1.73,0.0185,goal_reached
0,0.0234,756.75,121,0.0,1.789,0.0206,goal_reached
0,0.0508,757.42,121,0.06,1.783,0.0218,goal_reached
0,0.0508,758.16,122,0.06,1.772,0.0176,goal_reached
0,0.0365,762.99,122,0.0,1.767,0.0179,goal_reached
0,0.1132,819.98,125,0.22,1.488,0.1132,propeller_collision
0,0.0305,792.16,125,0.0,1.835,0.0305,goal_reached
0,0.1331,828.34,129,0.38,1.79,0.0806,goal_reached
0,0.0222,824.73,130,0.0,1.824,0.0176,goal_reached
0,0.1388,838.3,131,0.18,1.716,0.1388,tilt
0,0.1082,843.46,132,0.24,1.846,0.108,tilt
0,0.0,180.21,28,0.0,0.289,-0.0069,tilt
0,0.1003,848.0,134,0.38,1.868,0.0788,goal_reached
0,0.1003,848.0,134,0.38,1.868,0.0788,goal_reached
0,0.1071,856.07,134,0.3,1.892,0.1071,tilt
1,0.1501,868.25,135,0.6,1.931,0.1501,tilt
0,0.0682,875.73,137,0.36,1.894,0.0553,goal_reached
0,0.1118,881.82,139,0.24,2.06,0.1115,propeller_collision
0,0.1122,898.81,140,0.22,1.946,0.1122,propeller_collision
0,0.0,167.68,26,0.0,0.284,-0.0135,tilt
0,0.1,916.1,143,0.42,2.032,0.0791,goal_reached
0,0.118,926.35,145,0.38,1.917,0.0845,goal_reached
0,0.0912,986.3,150,0.32,1.891,0.0856,goal_reached
0,0.1092,968.87,151,0.28,2.024,0.1085,tilt
1,0.1116,1028.97,157,0.74,2.047,0.1116,tilt
0,0.0299,685.0,109,0.0,1.56,0.018,goal_reached
0,0.1128,1054.42,159,0.38,1.93,0.1128,tilt
0,0.0383,718.56,115,0.0,1.702,0.0196,goal_reached
1,0.1089,1043.19,161,0.62,1.954,0.1089,tilt
0,0.0389,469.51,73,0.0,0.877,0.0206,goal_reached
1,0.1714,1108.4,169,0.72,2.275,0.1714,tilt
0,0.0485,644.69,104,0.02,1.565,0.0173,goal_reached
