cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0567,356.82,74,0.04,0.903,0.0567,tilt
0,0.0409,466.99,89,0.02,1.12,0.0409,tilt
0,0.0416,503.98,91,0.02,0.929,0.0416,tilt
0,0.0356,460.02,92,0.0,1.198,0.0151,goal_reached
0,0.049,494.73,96,0.12,1.24,0.0425,tilt
0,0.0587,450.47,97,0.02,1.412,0.0587,tilt
0,0.0593,502.18,99,0.18,1.411,0.0512,tilt
0,0.0858,533.44,100,0.18,1.272,0.0814,goal_reached
0,0.0562,530.36,102,0.22,1.295,0.054,tilt
0,0.0546,507.27,103,0.12,1.429,0.0153,goal_reached
0,0.0423,516.79,103,0.02,1.414,0.0423,tilt
0,0.0995,555.71,103,0.2,1.325,0.099,tilt
0,0.0733,502.25,104,0.1,1.371,0.0733,tilt
0,0.0516,537.74,106,0.16,1.458,0.0412,tilt
0,0.0917,567.13,106,0.22,1.397,0.0917,tilt
0,0.0716,542.26,107,0.06,1.534,0.0716,tilt
0,0.0426,544.08,108,0.02,1.422,0.0426,tilt
0,0.0647,575.06,112,0.2,1.577,0.0548,tilt
0,0.0813,588.05,113,0.18,1.589,0.0758,tilt
0,0.0906,660.52,114,0.42,1.347,0.0906,tilt
0,0.0997,618.19,115,0.24,1.516,0.095,tilt
0,0.142,632.68,115,0.36,1.469,0.0938,propeller_collision
1,0.1367,652.41,116,0.5,1.541,0.1367,goal_reached
0,0.1296,606.41,116,0.2,1.662,0.1228,tilt
0,0.0883,679.52,118,0.22,1.376,0.0883,tilt
0,0.0934,639.34,119,0.3,1.602,0.0934,tilt
0,0.0919,650.64,119,0.34,1.592,0.0911,tilt
0,0.0989,617.51,119,0.16,1.685,0.0989,tilt
0,0.0989,617.51,119,0.16,1.685,0.0989,tilt
0,0.119,615.31,119,0.2,1.719,0.1174,tilt
0,0.0953,639.92,120,0.34,1.638,0.0663,goal_reached
0,0.0704,666.46,120,0.08,1.425,0.0704,tilt
0,0.102,643.99,120,0.38,1.704,0.0931,tilt
0,0.1124,662.47,123,0.34,1.641,0.0602,goal_reached
0,0.0743,624.25,124,0.06,1.853,0.0743,goal_reached
0,0.103,682.19,126,0.36,1.721,0.0918,tilt
0,0.091,714.27,127,0.42,1.667,0.091,tilt
0,0.109,674.82,127,0.36,1.837,0.0905,tilt
0,0.0926,663.14,128,0.26,1.895,0.0675,goal_reached
0,0.11,678.31,129,0.34,1.803,0.0594,goal_reached
1,0.1186,708.87,129,0.5,1.764,0.1186,propeller_collision
0,0.1174,678.02,129,0.28,1.841,0.0909,tilt
0,0.0937,695.66,130,0.34,1.781,0.0937,tilt
0,0.1176,673.63,130,0.28,1.893,0.0941,goal_reached
0,0.112,682.23,130,0.34,1.93,0.0932,tilt
0,0.1296,681.03,130,0.34,1.923,0.0924,tilt
0,0.1352,695.9,131,0.36,1.932,0.0848,goal_reached
0,0.0977,691.25,135,0.26,2.069,0.0933,tilt
0,0.0936,713.8,135,0.26,1.871,0.0936,tilt
0,0.0984,686.89,136,0.12,1.909,0.0984,goal_reached
0,0.1232,735.91,141,0.4,2.194,0.0797,goal_reached
0,0.0774,765.6,143,0.16,1.891,0.0774,tilt
1,0.1652,800.1,144,0.74,2.151,0.1421,tilt
0,0.1387,751.37,145,0.34,2.141,0.0839,goal_reached
0,0.0955,770.67,149,0.36,2.145,0.058,goal_reached
1,0.1106,808.75,151,0.58,2.123,0.1106,goal_reached
1,0.1813,825.95,155,0.58,2.278,0.1813,tilt
0,0.1241,804.01,156,0.32,2.264,0.0609,goal_reached
0,0.1034,806.79,158,0.34,2.293,0.0606,goal_reached
1,0.1637,909.72,158,1.02,1.951,0.1637,tilt
1,0.1564,988.33,173,1.08,2.072,0.143,propeller_collision
0,0.0,337.83,69,0.0,0.668,-0.0098,tilt
0,0.0,309.34,63,0.0,0.575,-0.0103,tilt
1,0.1751,1037.67,186,0.62,2.371,0.1751,tilt
0,0.0933,589.6,113,0.08,1.475,0.0933,goal_reached
0,0.0552,449.65,88,0.16,1.058,0.0461,tilt
1,0.1679,1044.27,189,0.9,2.656,0.1663,tilt
1,0.1214,1057.39,190,0.92,2.591,0.1102,goal_reached
0,0.053,454.18,87,0.12,1.145,0.018,goal_reached
0,0.0,373.89,76,0.0,0.709,-0.0068,tilt
0,0.0515,483.86,94,0.16,1.204,0.0432,tilt
0,0.0512,541.53,102,0.04,1.239,0.0512,tilt
0,0.0494,594.9,110,0.02,1.282,0.0494,tilt
0,0.0681,535.39,98,0.06,1.167,0.0681,propeller_collision
0,0.0551,543.14,109,0.12,1.522,0.0162,goal_reached
0,0.0592,482.27,92,0.1,1.15,0.0592,propeller_collision
0,0.0401,359.41,76,0.02,1.038,0.0401,tilt
0,0.1091,623.81,125,0.16,1.972,0.1091,tilt
0,0.077,609.26,120,0.14,1.758,0.077,goal_reached
0,0.0689,469.62,92,0.22,1.33,0.0448,tilt
0,0.1022,592.31,109,0.4,1.645,0.1022,tilt
0,0.129,723.52,134,0.46,1.827,0.1023,tilt
0,0.0436,525.69,103,0.02,1.325,0.0436,tilt
0,0.0598,612.83,120,0.18,1.587,0.042,tilt
0,0.1198,638.0,125,0.16,1.73,0.1198,tilt
0,0.0923,556.62,101,0.3,1.289,0.0923,tilt
0,0.0583,623.66,127,0.12,1.798,0.0225,goal_reached
0,0.0855,535.84,101,0.12,1.305,0.0855,goal_reached
0,0.0576,570.72,117,0.16,1.825,0.0135,goal_reached
0,0.0994,664.91,126,0.28,1.703,0.0593,goal_reached
0,0.0941,659.92,133,0.16,1.942,0.0941,tilt
0,0.1089,673.71,128,0.24,1.731,0.1083,tilt
0,0.0923,676.19,129,0.3,1.881,0.0629,goal_reached
1,0.1522,731.44,133,0.6,1.854,0.1522,goal_reached
0,0.1206,713.69,134,0.3,1.85,0.092,tilt
0,0.117,734.24,144,0.2,2.079,0.1099,tilt
0,0.0675,606.6,115,0.12,1.534,0.0675,tilt
0,0.1231,678.84,134,0.16,1.985,0.1231,tilt
0,0.094,688.4,130,0.34,1.822,0.0908,tilt
0,0.1185,736.02,143,0.32,2.123,0.0892,tilt
0,0.1014,746.77,134,0.46,1.401,0.0572,tilt
0,0.1267,763.94,140,0.44,1.879,0.1267,tilt
0,0.0981,657.17,121,0.38,1.401,0.0503,goal_reached
0,0.092,721.44,137,0.36,1.948,0.0913,tilt
0,0.0903,722.12,132,0.32,1.49,0.0903,tilt
0,0.0925,693.1,131,0.28,1.871,0.0925,tilt
0,0.0415,617.41,119,0.02,1.585,0.0415,tilt
0,0.1154,683.22,129,0.32,1.791,0.0897,tilt
1,0.144,780.88,146,0.56,2.224,0.144,tilt
1,0.1557,870.03,162,0.68,2.167,0.1401,goal_reached
0,0.1231,642.74,121,0.28,1.685,0.0915,tilt
0,0.0792,631.91,120,0.28,1.807,0.0638,goal_reached
0,0.0864,772.78,149,0.34,2.19,0.0594,goal_reached
0,0.0393,527.82,104,0.0,1.379,0.0393,tilt
1,0.1362,842.39,155,0.52,2.082,0.1362,tilt
0,0.1002,821.13,152,0.4,1.726,0.0946,propeller_collision
0,0.1102,807.25,157,0.36,2.324,0.0926,tilt
1,0.1432,940.82,161,0.98,2.0,0.1432,propeller_collision
0,0.1482,729.82,133,0.44,1.772,0.1482,tilt
0,0.0791,771.38,149,0.32,2.103,0.0578,goal_reached
0,0.0794,804.15,156,0.32,2.233,0.0626,goal_reached
0,0.0655,893.96,170,0.38,2.226,0.0564,goal_reached
0,0.0709,554.23,105,0.18,1.319,0.0511,tilt
0,0.1379,619.02,118,0.28,1.751,0.089,goal_reached
0,0.1045,664.31,125,0.3,1.762,0.0909,tilt
0,0.033,558.99,107,0.0,1.37,0.033,goal_reached
1,0.1646,846.07,157,0.58,2.144,0.1646,tilt
0,0.1024,734.8,139,0.3,1.915,0.0911,tilt
0,0.0487,625.47,123,0.02,1.777,0.0487,tilt
0,0.0411,448.85,86,0.02,1.012,0.0411,tilt
0,0.047,566.68,109,0.02,1.521,0.047,tilt
0,0.0981,648.43,121,0.32,1.673,0.0679,goal_reached
1,0.1467,984.82,177,0.88,2.132,0.1401,tilt
0,0.088,735.51,133,0.4,1.735,0.088,tilt
0,0.0,324.93,67,0.0,0.633,-0.0068,tilt
0,0.0871,690.84,137,0.1,1.906,0.0871,goal_reached
0,0.0395,551.47,109,0.0,1.439,0.0152,goal_reached
0,0.0916,661.89,127,0.26,1.733,0.062,goal_reached
0,0.0803,641.12,120,0.08,1.533,0.0803,tilt
0,0.1237,659.36,127,0.22,1.821,0.1237,tilt
0,0.0103,404.16,85,0.0,1.027,0.0103,tilt
0,0.1279,641.76,120,0.26,1.591,0.103,tilt
0,0.0285,615.32,122,0.0,1.459,0.0103,goal_reached
0,0.119,663.96,126,0.32,1.813,0.0697,goal_reached
1,0.1813,877.27,153,0.98,1.864,0.1496,tilt
1,0.1911,1111.37,198,1.12,2.736,0.1911,tilt
0,0.04,547.69,102,0.0,1.184,0.04,tilt
0,0.0898,900.47,165,0.4,2.175,0.0898,tilt
0,0.0733,693.6,130,0.32,1.802,0.0636,goal_reached
0,0.0323,534.84,107,0.0,1.412,0.0141,goal_reached
0,0.0893,662.84,126,0.2,1.704,0.089,tilt
0,0.0917,667.25,125,0.3,1.773,0.0917,tilt
0,0.1078,655.18,129,0.18,2.009,0.1078,tilt
0,0.1058,704.41,134,0.34,1.796,0.0592,goal_reached
0,0.099,639.24,120,0.28,1.804,0.0913,propeller_collision
0,0.0912,632.37,111,0.38,1.369,0.0912,tilt
0,0.0382,585.09,115,0.0,1.439,0.0092,goal_reached
0,0.1091,751.79,141,0.46,2.024,0.1091,tilt
0,0.1161,653.71,124,0.18,1.648,0.1161,tilt
0,0.0957,644.76,124,0.18,1.598,0.0931,goal_reached
0,0.0,250.68,51,0.0,0.478,-0.0087,tilt
1,0.1837,1038.39,189,0.8,2.604,0.1531,goal_reached
1,0.1407,758.38,131,0.72,1.795,0.1407,tilt
1,0.1568,690.76,129,0.58,2.162,0.1568,tilt
0,0.0655,583.85,114,0.16,1.556,0.0563,tilt
0,0.054,689.02,137,0.12,1.882,0.039,tilt
0,0.1142,705.71,138,0.28,2.006,0.0676,goal_reached
0,0.0957,717.53,139,0.18,1.899,0.0957,tilt
0,0.0962,745.69,145,0.34,2.328,0.0602,goal_reached
0,0.0837,672.55,129,0.18,1.683,0.0782,goal_reached
0,0.0393,383.52,82,0.0,1.136,0.0393,tilt
1,0.1495,774.07,143,0.68,2.251,0.1422,tilt
0,0.0637,680.98,132,0.16,1.738,0.0625,goal_reached
0,0.0,301.62,62,0.0,0.559,-0.0068,tilt
0,0.1162,628.67,121,0.12,1.604,0.1162,tilt
0,0.0129,490.4,94,0.0,1.036,0.0103,goal_reached
0,0.111,726.18,134,0.44,1.951,0.111,tilt
0,0.0028,397.21,86,0.0,1.25,0.0028,tilt
0,0.0972,682.64,136,0.22,1.897,0.0972,tilt
0,0.1246,575.8,108,0.12,1.317,0.1246,tilt
0,0.1207,635.07,121,0.3,1.8,0.0849,goal_reached
0,0.0911,609.49,114,0.34,1.645,0.0911,tilt
1,0.1545,761.29,138,0.62,1.968,0.1545,tilt
0,0.105,797.31,154,0.36,2.135,0.0633,goal_reached
0,0.0838,539.64,103,0.18,1.418,0.0795,goal_reached
0,0.0833,765.83,148,0.36,2.118,0.0619,goal_reached
0,0.0474,514.47,100,0.08,1.478,0.0427,tilt
0,0.0435,627.95,125,0.02,1.68,0.0435,tilt
0,0.0,382.8,82,0.0,1.12,-0.0051,tilt
1,0.1752,761.61,138,0.6,1.942,0.1752,tilt
0,0.1226,798.87,154,0.42,2.298,0.0883,goal_reached
0,0.0402,528.34,105,0.02,1.428,0.0402,tilt
0,0.0643,839.54,155,0.34,2.052,0.0601,goal_reached
0,0.04,490.32,94,0.0,1.221,0.04,tilt
0,0.0679,831.27,145,0.3,1.584,0.064,tilt
1,0.1458,832.54,154,0.52,2.077,0.1458,tilt
0,0.091,964.45,170,0.48,2.08,0.091,tilt
0,0.066,750.42,137,0.36,1.73,0.0599,goal_reached
0,0.0878,658.98,133,0.14,1.942,0.0878,tilt
0,0.108,733.09,140,0.34,2.034,0.0912,tilt
