cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0242,702.1,98,0.0,1.276,0.0242,tilt
0,0.0717,748.03,105,0.08,1.565,0.0717,goal_reached
0,0.0214,789.62,109,0.0,1.472,0.0214,tilt
0,0.0214,789.62,109,0.0,1.472,0.0214,tilt
0,0.0322,1536.91,200,0.0,1.175,0.0178,goal_reached
0,0.0,2350.68,306,0.0,0.583,-0.0079,tilt
0,0.0237,2828.66,366,0.0,1.422,0.0237,tilt
0,0.0626,2933.89,390,0.3,1.912,0.0219,goal_reached
0,0.0062,7863.55,999,0.0,1.429,-0.0429,time_out
0,0.0057,7874.52,999,0.0,1.038,-0.0432,time_out
0,0.0,7868.47,999,0.0,1.43,-0.039,time_out
1,0.0711,7753.03,999,13.22,1.937,0.0212,time_out
1,0.0598,7788.23,999,1.46,1.93,0.022,time_out
1,0.1278,7767.81,999,18.2,2.3,0.0914,time_out
0,0.0213,7785.57,999,0.0,1.439,-0.0368,time_out
0,0.0108,7866.92,999,0.0,0.953,-0.0375,time_out
1,0.0855,7845.69,999,18.06,1.969,0.0491,time_out
1,0.0672,7732.71,999,1.98,2.043,0.0254,time_out
0,0.0,7868.92,999,0.0,0.921,-0.0436,time_out
0,0.0137,7865.25,999,0.0,1.025,-0.0368,time_out
0,0.0464,7871.55,999,0.0,1.236,-0.0141,time_out
0,0.018,7785.22,999,0.0,1.144,-0.0404,time_out
0,0.0167,7739.92,999,0.0,1.15,-0.0378,time_out
0,0.0033,7852.75,999,0.0,0.713,-0.0369,time_out
1,0.0622,7802.54,999,1.62,1.922,0.0373,time_out
0,0.008,7810.38,999,0.0,1.563,-0.0401,time_out
0,0.0,7898.02,999,0.0,0.838,-0.0379,time_out
0,0.0033,7866.58,999,0.0,0.835,-0.0273,time_out
0,0.0148,7763.86,999,0.0,1.065,-0.0395,time_out
0,0.0094,7845.99,999,0.0,0.975,-0.0391,time_out
0,0.0203,7829.02,999,0.0,1.35,-0.0029,time_out
1,0.0651,7868.15,999,6.26,2.044,0.0241,time_out
0,0.0,7959.22,999,0.0,0.91,-0.0418,time_out
0,0.0,7856.46,999,0.0,1.441,-0.0322,time_out
0,0.0188,7890.88,999,0.0,0.927,-0.042,time_out
0,0.0,7906.68,999,0.0,1.234,-0.0438,time_out
0,0.0,7877.08,999,0.0,0.685,-0.0439,time_out
0,0.0119,7918.39,999,0.0,0.76,-0.0434,time_out
0,0.0021,7907.97,999,0.0,1.534,-0.0307,time_out
0,0.0057,7951.73,999,0.0,0.686,-0.0348,time_out
0,0.0,7900.85,999,0.0,1.236,-0.0423,time_out
0,0.0,7917.63,999,0.0,1.233,-0.0433,time_out
0,0.0143,7816.22,999,0.0,1.461,-0.0438,time_out
0,0.0437,7786.61,999,0.0,1.96,0.0167,time_out
0,0.0507,7878.59,999,0.06,2.05,0.0289,time_out
0,0.0503,7830.81,999,0.08,1.601,0.0235,time_out
1,0.0786,7879.34,999,1.66,2.104,0.0223,time_out
0,0.0578,7857.15,999,0.16,1.014,-0.006,time_out
0,0.0619,7738.83,999,0.16,1.222,-0.0385,time_out
0,0.0227,7755.54,999,0.0,1.487,-0.0352,time_out
0,0.0055,7778.73,999,0.0,1.41,-0.0422,time_out
0,0.0503,7830.81,999,0.08,1.601,0.0235,time_out
1,0.0654,7812.58,999,0.94,1.826,0.0321,time_out
0,0.0627,7861.18,999,0.14,1.959,0.0168,time_out
0,0.0,7878.48,999,0.0,1.021,-0.0442,time_out
0,0.0,7902.0,999,0.0,0.897,-0.041,time_out
0,0.0,7854.79,999,0.0,1.61,-0.0243,time_out
0,0.0154,7879.71,999,0.0,1.429,-0.0418,time_out
0,0.0,7888.15,999,0.0,1.602,-0.0436,time_out
0,0.0,7910.54,999,0.0,1.27,-0.0432,time_out
0,0.0165,7785.68,999,0.0,1.566,-0.0332,time_out
0,0.0,7849.49,999,0.0,1.427,-0.0267,time_out
0,0.0,7864.1,999,0.0,1.362,-0.0394,time_out
0,0.0085,7867.69,999,0.0,1.607,-0.0425,time_out
1,0.0822,7863.58,999,3.38,1.684,0.0251,time_out
1,0.0688,7759.01,999,3.2,2.032,0.0252,time_out
0,0.0,7852.62,999,0.0,1.485,-0.0438,time_out
0,0.0174,7791.45,999,0.0,1.43,-0.0324,time_out
0,0.0363,822.81,111,0.0,1.266,0.0224,goal_reached
0,0.0339,923.84,124,0.0,1.344,0.0173,goal_reached
0,0.0348,935.63,125,0.0,1.257,0.0202,goal_reached
0,0.0365,972.78,134,0.0,1.834,0.0194,goal_reached
0,0.0508,974.78,135,0.1,1.813,0.0494,goal_reached
0,0.0,7946.68,999,0.0,0.896,-0.0291,time_out
0,0.0,7923.25,999,0.0,0.931,-0.0419,time_out
0,0.0,7925.37,999,0.0,0.901,-0.043,time_out
0,0.0075,7794.04,999,0.0,1.725,-0.0071,time_out
1,0.1238,7792.77,999,18.2,2.389,0.0826,time_out
1,0.0837,7807.02,999,9.68,1.829,0.0283,time_out
0,0.0137,7812.5,999,0.0,1.482,-0.0386,time_out
0,0.026,7937.9,999,0.0,0.926,-0.0383,time_out
1,0.0724,7832.73,999,2.6,1.769,0.02,time_out
0,0.0151,7861.0,999,0.0,1.488,-0.0394,time_out
0,0.0047,7875.87,999,0.0,1.031,-0.0397,time_out
0,0.0305,7883.19,999,0.0,0.972,-0.0376,time_out
0,0.0015,7896.0,999,0.0,0.934,-0.0424,time_out
1,0.0975,7801.07,999,12.24,1.887,0.0329,time_out
0,0.0341,7861.14,999,0.0,0.831,-0.0391,time_out
1,0.0771,7778.06,999,5.62,1.695,0.0489,time_out
0,0.0,7850.25,999,0.0,0.936,-0.0433,time_out
0,0.0356,7852.67,999,0.0,1.905,0.0174,time_out
0,0.0144,7465.72,999,0.0,1.298,-0.037,time_out
0,0.0142,7875.73,999,0.0,0.944,-0.0377,time_out
0,0.0,7845.38,999,0.0,0.692,-0.0429,time_out
0,0.004,7791.81,999,0.0,1.127,-0.0388,time_out
0,0.0168,7710.28,999,0.0,1.269,-0.0356,time_out
0,0.0,7813.39,999,0.0,0.673,-0.0263,time_out
0,0.0116,7793.93,999,0.0,0.875,-0.0392,time_out
0,0.0,7903.24,999,0.0,1.241,-0.0375,time_out
0,0.0,7891.95,999,0.0,1.524,-0.0442,time_out
0,0.0122,7932.27,999,0.0,0.918,-0.0295,time_out
0,0.0,7939.34,999,0.0,0.921,-0.0422,time_out
0,0.0,7911.43,999,0.0,1.278,-0.0406,time_out
0,0.0,7881.6,999,0.0,0.917,-0.0428,time_out
0,0.018,7919.03,999,0.0,1.452,-0.0408,time_out
0,0.0,7894.37,999,0.0,1.519,-0.0354,time_out
0,0.0103,7904.09,999,0.0,1.494,-0.0376,time_out
0,0.0,7949.71,999,0.0,0.785,-0.0436,time_out
1,0.0895,7773.79,999,1.56,1.976,0.0251,time_out
0,0.0,7808.29,999,0.0,1.263,-0.0072,time_out
0,0.0749,7854.55,999,0.2,1.596,0.0163,time_out
1,0.0738,7884.91,999,1.6,2.011,0.0238,time_out
0,0.0291,7854.78,999,0.0,1.667,0.0193,time_out
0,0.0416,7853.92,999,0.0,1.765,0.0185,time_out
1,0.0646,7783.18,999,3.76,1.963,0.022,time_out
0,0.0557,7887.44,999,0.1,1.862,0.0251,time_out
0,0.0513,7839.83,999,0.18,1.76,0.0436,time_out
1,0.0586,7717.14,999,1.08,1.772,0.0198,time_out
1,0.0625,7758.65,999,1.14,1.543,0.0242,time_out
0,0.0,7846.23,999,0.0,1.604,-0.0188,time_out
0,0.0,7923.74,999,0.0,0.892,-0.0438,time_out
0,0.0,7888.22,999,0.0,1.537,-0.0421,time_out
0,0.0095,7896.3,999,0.0,1.613,-0.0375,time_out
0,0.0,7879.58,999,0.0,1.646,-0.0426,time_out
0,0.0196,7845.5,999,0.0,1.626,-0.0431,time_out
0,0.0237,7816.13,999,0.0,1.374,-0.0044,time_out
0,0.0,7869.03,999,0.0,1.54,-0.0354,time_out
0,0.0143,7883.98,999,0.0,0.898,-0.0391,time_out
1,0.0713,7801.21,999,4.4,1.959,0.024,time_out
1,0.0745,7832.0,999,1.7,2.023,0.0219,time_out
0,0.0127,7836.95,999,0.0,1.503,-0.0349,time_out
1,0.1142,7759.68,999,18.26,2.062,0.0831,time_out
0,0.006,7847.39,999,0.0,0.833,-0.0375,time_out
1,0.0609,7869.36,999,0.6,1.429,0.0172,time_out
0,0.0088,7864.48,999,0.0,1.442,-0.0378,time_out
0,0.0209,7829.36,999,0.0,1.559,-0.0251,time_out
1,0.0615,7816.38,999,1.88,1.592,0.0176,time_out
0,0.0,7886.27,999,0.0,1.365,-0.0184,time_out
0,0.0238,1742.29,227,0.0,1.395,0.0238,tilt
1,0.1494,1351.4,186,1.8,2.292,0.1383,goal_reached
0,0.0184,7939.7,999,0.0,0.755,-0.0426,time_out
0,0.0175,936.33,131,0.0,1.71,0.017,goal_reached
0,0.0183,7880.98,999,0.0,1.005,-0.0373,time_out
0,0.0095,7837.13,999,0.0,1.453,-0.0388,time_out
1,0.0836,7761.52,999,1.42,1.817,0.0234,time_out
0,0.0,7805.7,999,0.0,1.04,-0.018,time_out
0,0.0004,7836.72,999,0.0,1.026,-0.0323,time_out
1,0.1231,7773.24,999,18.2,2.349,0.0864,time_out
1,0.154,7888.37,999,18.18,2.537,0.1419,time_out
0,0.0,7877.94,999,0.0,0.916,-0.0441,time_out
1,0.0933,7856.2,999,18.08,2.251,0.0831,time_out
0,0.0,7878.27,999,0.0,0.924,-0.0407,time_out
0,0.0199,7829.66,999,0.0,1.521,-0.0384,time_out
