cleared,max_gain_m,energy_J,steps,hold_s,max_disp_m,end_gain_m,end
0,0.0224,592.62,109,0.0,1.019,0.0224,goal_reached
0,0.0267,614.67,109,0.0,0.755,0.0267,tilt
0,0.0257,602.81,110,0.0,1.014,0.0221,goal_reached
0,0.0273,620.82,114,0.0,1.26,0.0273,goal_reached
0,0.0218,652.35,114,0.0,0.806,0.0218,tilt
0,0.0,647.53,116,0.0,0.732,-0.0043,tilt
0,0.0431,652.99,119,0.0,1.152,0.0431,goal_reached
0,0.0253,591.92,119,0.0,1.401,0.0253,goal_reached
0,0.0532,675.73,121,0.02,0.976,0.0532,propeller_collision
0,0.0484,671.03,122,0.02,1.142,0.0484,tilt
0,0.0425,658.54,123,0.0,1.414,0.0425,goal_reached
0,0.0454,687.49,124,0.0,1.068,0.0454,tilt
0,0.0241,655.29,124,0.0,1.474,0.0189,goal_reached
0,0.0499,682.94,125,0.02,1.311,0.0499,tilt
0,0.0499,682.94,125,0.02,1.311,0.0499,tilt
0,0.0712,710.48,125,0.04,1.063,0.0712,tilt
0,0.1202,711.56,125,0.16,1.178,0.1202,tilt
0,0.0226,674.03,126,0.0,1.368,0.0183,goal_reached
0,0.0505,660.33,127,0.02,1.398,0.0505,tilt
0,0.02,666.1,127,0.0,1.44,0.0178,goal_reached
0,0.0511,654.14,127,0.02,1.427,0.0511,tilt
0,0.034,645.11,128,0.0,1.53,0.018,goal_reached
0,0.0531,694.7,128,0.02,1.162,0.0531,tilt
0,0.0382,677.02,128,0.0,1.363,0.0382,tilt
0,0.0135,647.14,129,0.0,1.545,0.0135,goal_reached
0,0.0212,671.41,130,0.0,1.663,0.0194,goal_reached
0,0.0278,668.2,130,0.0,1.693,0.0239,goal_reached
0,0.056,670.14,131,0.06,1.51,0.056,tilt
0,0.0273,675.46,132,0.0,1.726,0.0181,goal_reached
0,0.0243,688.1,132,0.0,1.68,0.0243,goal_reached
0,0.1131,745.88,132,0.24,1.209,0.1131,propeller_collision
0,0.0196,674.69,132,0.0,1.79,0.0176,goal_reached
0,0.0474,675.0,132,0.0,1.823,0.0474,goal_reached
0,0.0301,669.33,135,0.0,1.686,0.0199,goal_reached
0,0.0205,705.57,136,0.0,1.694,0.0172,goal_reached
0,0.0504,783.86,136,0.02,0.888,0.0504,tilt
0,0.1093,762.91,137,0.32,1.51,0.1093,tilt
0,0.0523,696.98,137,0.02,1.625,0.0523,tilt
0,0.0523,696.98,137,0.02,1.625,0.0523,tilt
0,0.0511,720.05,138,0.02,1.472,0.0511,tilt
0,0.0431,718.57,138,0.0,1.824,0.0431,goal_reached
0,0.0255,704.6,138,0.0,1.834,0.0218,goal_reached
0,0.0907,761.61,139,0.08,1.652,0.0907,tilt
0,0.0856,780.64,139,0.36,1.404,0.0525,goal_reached
0,0.1162,779.61,142,0.14,1.548,0.1162,tilt
0,0.1115,771.62,143,0.2,1.649,0.1115,tilt
0,0.0843,768.32,143,0.18,1.668,0.0537,tilt
0,0.0228,752.92,144,0.0,1.761,0.0194,goal_reached
0,0.1035,805.41,144,0.3,1.506,0.0937,tilt
0,0.1096,779.97,145,0.2,1.708,0.1096,propeller_collision
0,0.122,760.09,145,0.2,1.883,0.122,tilt
0,0.1007,780.07,145,0.12,1.557,0.1007,tilt
0,0.115,794.77,146,0.28,1.754,0.115,tilt
0,0.0532,791.13,149,0.02,1.822,0.0532,propeller_collision
0,0.0741,810.22,150,0.06,1.759,0.0741,tilt
0,0.0281,806.98,151,0.0,1.631,0.0281,tilt
0,0.1102,816.8,152,0.24,1.892,0.1102,tilt
0,0.1029,806.28,154,0.16,1.958,0.1029,tilt
0,0.1162,803.5,155,0.18,2.024,0.1157,propeller_collision
0,0.1149,832.58,156,0.2,1.884,0.1149,tilt
0,0.1125,876.68,157,0.34,1.656,0.1125,tilt
0,0.1168,820.98,158,0.22,2.105,0.1128,tilt
0,0.1148,824.91,158,0.22,2.109,0.1133,propeller_collision
0,0.0421,928.32,169,0.0,1.722,0.0421,tilt
0,0.021,563.14,103,0.0,1.067,0.019,goal_reached
0,0.0268,623.28,116,0.0,1.052,0.0263,goal_reached
0,0.1118,674.61,122,0.16,1.318,0.1118,tilt
0,0.0312,659.18,123,0.0,1.502,0.0209,goal_reached
0,0.0196,618.71,115,0.0,1.06,0.0196,goal_reached
0,0.0497,654.62,111,0.02,0.968,0.0497,tilt
0,0.0487,676.28,119,0.02,0.822,0.0487,tilt
0,0.0248,673.68,117,0.0,0.885,0.0248,tilt
0,0.0628,661.79,117,0.04,1.008,0.0628,tilt
0,0.0511,663.57,121,0.02,1.216,0.0511,tilt
0,0.0212,596.54,113,0.0,1.298,0.0184,goal_reached
0,0.0522,687.42,121,0.08,0.97,0.0522,tilt
0,0.0269,592.02,107,0.0,1.021,0.0216,goal_reached
0,0.0242,571.97,109,0.0,1.161,0.0175,goal_reached
0,0.0345,688.38,123,0.0,0.815,0.0345,tilt
0,0.0252,685.5,123,0.0,1.128,0.0196,goal_reached
0,0.0747,761.5,136,0.06,1.477,0.0747,tilt
0,0.0479,665.18,119,0.0,0.921,0.0479,tilt
0,0.1465,715.7,129,0.24,1.526,0.1465,tilt
0,0.0531,680.3,134,0.04,1.604,0.0531,tilt
0,0.0356,665.23,125,0.0,1.522,0.0356,goal_reached
0,0.0267,675.91,128,0.0,1.489,0.0267,goal_reached
0,0.1317,680.82,123,0.18,1.46,0.131,tilt
0,0.0477,645.91,127,0.0,1.582,0.0477,tilt
0,0.1311,743.78,136,0.24,1.508,0.1278,tilt
0,0.1112,689.3,121,0.26,1.257,0.1112,propeller_collision
0,0.0238,690.75,134,0.0,1.665,0.0238,goal_reached
0,0.0221,645.09,124,0.0,1.548,0.0221,goal_reached
0,0.024,628.81,112,0.0,0.794,0.024,tilt
0,0.03,698.84,134,0.0,1.767,0.03,goal_reached
0,0.0212,674.3,122,0.0,1.042,0.0174,goal_reached
0,0.0532,777.51,150,0.02,1.821,0.0532,tilt
0,0.0084,644.98,128,0.0,1.512,0.0013,goal_reached
0,0.1187,751.42,134,0.28,1.54,0.1101,tilt
0,0.0257,660.26,131,0.0,1.573,0.0186,goal_reached
0,0.0253,677.24,132,0.0,1.842,0.0224,goal_reached
0,0.0206,652.43,125,0.0,1.517,0.0171,goal_reached
0,0.0864,728.8,134,0.12,1.535,0.0864,tilt
0,0.0235,718.39,142,0.0,1.94,0.0194,goal_reached
0,0.049,724.51,133,0.02,1.38,0.049,goal_reached
0,0.0311,710.76,141,0.0,1.67,0.0253,goal_reached
0,0.0223,640.31,118,0.0,1.181,0.0191,goal_reached
0,0.0247,762.6,147,0.0,1.517,0.0247,tilt
0,0.0397,654.25,118,0.0,1.072,0.0397,goal_reached
0,0.0286,713.14,130,0.0,1.045,0.0248,goal_reached
0,0.0814,882.54,161,0.16,1.785,0.0814,tilt
0,0.0,744.86,133,0.0,0.737,-0.0073,tilt
0,0.0201,678.02,130,0.0,1.636,0.0179,goal_reached
0,0.0934,836.35,154,0.24,1.681,0.0933,propeller_collision
0,0.0671,819.15,152,0.16,1.743,0.0671,tilt
0,0.1274,760.83,140,0.2,1.623,0.1274,tilt
0,0.0221,702.18,140,0.0,1.846,0.0221,goal_reached
0,0.0507,787.92,149,0.04,1.841,0.0507,tilt
0,0.0761,785.0,146,0.06,1.672,0.0761,tilt
0,0.1996,757.36,142,0.18,1.634,0.1996,tilt
0,0.1085,790.67,149,0.24,1.796,0.1085,tilt
0,0.1143,826.37,150,0.34,1.7,0.1115,propeller_collision
0,0.023,745.03,139,0.0,0.905,0.023,propeller_collision
0,0.0205,733.36,140,0.0,1.386,0.0205,tilt
0,0.0542,730.47,144,0.1,1.644,0.0203,tilt
0,0.072,760.59,143,0.06,1.707,0.072,tilt
0,0.112,788.28,148,0.24,1.859,0.112,propeller_collision
0,0.0241,670.18,133,0.0,1.525,0.0241,goal_reached
0,0.0213,975.72,179,0.0,1.746,0.0212,tilt
0,0.0206,576.67,104,0.0,1.044,0.0196,goal_reached
0,0.0309,570.55,108,0.0,1.287,0.0194,goal_reached
0,0.0289,587.1,109,0.0,1.256,0.0289,goal_reached
0,0.0232,581.29,109,0.0,1.216,0.0181,goal_reached
0,0.049,686.35,129,0.02,1.498,0.049,tilt
0,0.0355,602.14,109,0.0,1.073,0.0355,goal_reached
0,0.1235,633.96,115,0.12,1.204,0.1235,tilt
0,0.0536,655.61,117,0.02,1.081,0.0536,tilt
0,0.0251,623.91,120,0.0,1.483,0.0251,goal_reached
0,0.0215,728.66,130,0.0,1.13,0.0215,tilt
0,0.0278,643.24,113,0.0,0.797,0.0278,tilt
0,0.0385,663.42,125,0.0,1.486,0.0385,goal_reached
0,0.1117,708.86,124,0.32,1.29,0.1117,tilt
0,0.0321,681.87,127,0.0,1.423,0.0321,goal_reached
0,0.024,675.39,132,0.0,1.646,0.0198,goal_reached
0,0.052,699.67,126,0.02,1.233,0.052,tilt
0,0.0207,683.78,121,0.0,0.79,0.0207,tilt
0,0.0254,684.59,127,0.0,1.38,0.0188,goal_reached
0,0.0569,705.08,124,0.02,1.021,0.0569,tilt
0,0.022,586.83,109,0.0,1.224,0.02,goal_reached
0,0.111,783.55,141,0.32,1.568,0.111,tilt
0,0.0457,664.48,122,0.0,1.093,0.034,tilt
0,0.0265,650.72,115,0.0,0.846,0.0265,tilt
0,0.0474,743.98,141,0.0,1.785,0.0474,goal_reached
0,0.0253,642.56,127,0.0,1.688,0.0189,goal_reached
0,0.0242,740.06,144,0.0,1.774,0.0202,goal_reached
0,0.0205,658.33,128,0.0,1.527,0.02,goal_reached
0,0.0532,743.79,141,0.02,1.616,0.0532,propeller_collision
0,0.0804,691.31,125,0.08,1.372,0.0804,tilt
0,0.1088,752.51,130,0.24,1.2,0.1088,tilt
0,0.1147,709.24,124,0.22,1.198,0.1147,tilt
0,0.0526,731.07,132,0.02,1.112,0.0526,tilt
0,0.0485,686.99,120,0.02,0.907,0.0485,tilt
0,0.0283,636.17,117,0.0,1.39,0.0283,goal_reached
0,0.1294,746.61,138,0.26,1.688,0.1294,propeller_collision
